subject_id	best_seed	pident	align_len_merged_query	align_len_merged_subject	query_coverage	subject_coverage	evalue	bitscore	seed_len	protein_len	hsp_count
DhA34G006180.1	tr|Q9S759|Q9S759_KALFE	30.526	251	280	0.916	0.552	1.030e-26	110.0	274	507	1
DhA34G006570.1	tr|A0A089WU92|A0A089WU92_KALFE	33.962	104	103	0.382	0.990	2.460e-12	63.5	272	104	1
DhA34G006610.1	tr|A0A3L6FW63|A0A3L6FW63_MAIZE	37.255	99	96	0.337	0.142	6.570e-11	64.3	294	678	1
DhA34G006620.1	tr|Q9S759|Q9S759_KALFE	29.187	201	204	0.734	0.325	5.960e-11	64.3	274	627	1
DhA34G007800.1	tr|A0A089WU92|A0A089WU92_KALFE	37.687	258	264	0.949	0.429	1.300e-56	192.0	272	615	1
DhA34G007950.1	tr|A0A089WU92|A0A089WU92_KALFE	31.429	162	174	0.596	0.493	4.620e-13	69.7	272	353	1
DhA34G008060.1	tr|Q9S759|Q9S759_KALFE	29.851	260	265	0.949	0.351	2.080e-29	118.0	274	755	1
DhA34G008140.1	sp|Q9SPK4|PPCK1_ARATH	28.472	252	278	0.887	0.591	4.830e-25	105.0	284	470	1
DhA34G008490.1	tr|Q9S759|Q9S759_KALFE	30.795	268	298	0.978	0.799	4.470e-28	112.0	274	373	1
DhA34G009780.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	35.398	113	111	0.377	0.178	1.050e-11	67.0	300	625	1
DhA34G009900.1	tr|A0A089WU92|A0A089WU92_KALFE	32.593	264	264	0.971	0.790	1.740e-41	147.0	272	334	1
DhA34G010430.1	tr|A0A089WU92|A0A089WU92_KALFE	25.231	256	318	0.941	0.665	4.660e-13	70.5	272	478	1
DhA35G000040.1	sp|Q93VK0|PPCK2_ARATH	28.452	227	232	0.817	0.233	1.480e-20	93.2	278	995	1
DhA35G000210.1	tr|Q2ABR7|Q2ABR7_ORYSJ	27.111	216	210	0.740	0.340	6.000e-11	64.7	292	617	1
DhA35G000390.1	tr|Q5EC59|Q5EC59_MAIZE	33.537	156	162	0.545	0.169	7.090e-11	64.3	286	957	1
DhA35G001080.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	29.464	281	332	0.937	0.680	8.490e-27	110.0	300	488	1
DhA35G001400.1	sp|Q93VK0|PPCK2_ARATH	29.612	199	199	0.716	0.313	3.260e-12	68.2	278	636	1
DhA35G001470.1	tr|A0A089WU92|A0A089WU92_KALFE	29.434	258	256	0.949	0.435	8.330e-25	105.0	272	588	1
DhA35G002140.1	sp|Q9SPK4|PPCK1_ARATH	32.129	239	245	0.842	0.353	1.310e-23	102.0	284	695	1
DhA35G002740.1	sp|Q93VK0|PPCK2_ARATH	25.962	199	197	0.716	0.260	5.610e-12	67.4	278	759	1
DhA35G004310.1	tr|A0A089WU92|A0A089WU92_KALFE	43.015	268	270	0.985	0.437	1.330e-72	235.0	272	618	1
DhA35G004510.1	tr|Q9S759|Q9S759_KALFE	29.021	256	280	0.934	0.545	2.270e-23	100.0	274	514	1
DhA35G004770.1	sp|Q9SPK4|PPCK1_ARATH	28.750	276	314	0.972	0.972	2.790e-32	122.0	284	323	1
DhA35G005530.1	tr|A0A089WU92|A0A089WU92_KALFE	40.385	100	102	0.368	0.129	1.340e-14	75.1	272	791	1
DhA35G007070.1	sp|Q9SPK4|PPCK1_ARATH	28.352	257	246	0.905	0.344	1.470e-25	107.0	284	715	1
DhA35G008310.1	tr|Q9S759|Q9S759_KALFE	28.283	191	192	0.697	0.243	1.740e-12	68.9	274	790	1
DhA35G008330.1	tr|Q9S759|Q9S759_KALFE	29.293	191	192	0.697	0.245	3.660e-11	65.1	274	784	1
DhA35G008370.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	28.244	261	233	0.870	0.436	4.650e-17	82.8	300	535	1
DhA35G008410.1	sp|Q93VK0|PPCK2_ARATH	24.444	261	262	0.939	0.606	2.990e-15	76.6	278	432	1
DhA35G008770.1	tr|A0A089WU92|A0A089WU92_KALFE	38.835	99	101	0.364	0.223	1.710e-13	71.6	272	453	1
DhA35G009150.1	tr|Q9S759|Q9S759_KALFE	33.077	256	255	0.934	0.513	2.040e-39	144.0	274	497	1
DhA35G009430.1	tr|A0A089WU92|A0A089WU92_KALFE	33.704	264	263	0.971	0.591	3.110e-43	154.0	272	445	1
DhA35G009660.1	tr|A0A089WU92|A0A089WU92_KALFE	28.571	199	202	0.732	0.220	1.740e-11	65.9	272	920	1
DhB01G000950.1	tr|Q9S759|Q9S759_KALFE	31.081	148	111	0.540	0.491	9.260e-12	64.7	274	226	1
DhB01G002160.1	tr|Q6K1R8|Q6K1R8_ORYSJ	25.909	212	210	0.682	0.434	1.380e-11	66.6	311	484	1
DhB01G002360.1	tr|Q2ABR7|Q2ABR7_ORYSJ	26.201	226	213	0.774	0.441	2.290e-12	68.6	292	483	1
DhB01G002530.1	tr|Q2ABR7|Q2ABR7_ORYSJ	26.201	226	213	0.774	0.441	2.760e-12	68.6	292	483	1
DhB01G002690.1	tr|Q9S759|Q9S759_KALFE	38.462	78	74	0.285	0.578	4.510e-13	66.2	274	128	1
DhB01G002840.1	tr|Q6K1R8|Q6K1R8_ORYSJ	26.364	212	210	0.682	0.347	6.860e-11	64.7	311	605	1
DhB01G003360.1	tr|Q2ABR7|Q2ABR7_ORYSJ	26.840	221	220	0.757	0.307	6.360e-12	67.4	292	717	1
DhB01G003810.1	tr|Q2ABR7|Q2ABR7_ORYSJ	26.840	221	220	0.757	0.307	6.360e-12	67.4	292	717	1
DhB01G003940.1	sp|Q9SPK4|PPCK1_ARATH	27.638	193	192	0.680	0.244	3.770e-11	65.1	284	787	1
DhB01G004900.1	sp|Q9SPK4|PPCK1_ARATH	32.558	211	209	0.743	0.284	4.990e-17	82.8	284	735	1
DhB01G008520.1	tr|Q9S759|Q9S759_KALFE	29.293	189	195	0.690	0.439	3.330e-11	64.7	274	444	1
DhB01G011020.1	sp|Q9SPK4|PPCK1_ARATH	30.592	266	303	0.937	0.775	7.750e-28	112.0	284	391	1
DhB01G011910.1	tr|A0A3L6FW63|A0A3L6FW63_MAIZE	27.059	166	163	0.565	0.194	5.180e-12	67.8	294	841	1
DhB01G012020.1	tr|Q9S759|Q9S759_KALFE	25.862	206	220	0.752	0.330	4.510e-12	67.8	274	667	1
DhB01G012040.1	sp|Q9SPK4|PPCK1_ARATH	35.965	109	113	0.384	0.224	3.290e-11	65.1	284	504	1
DhB01G012230.1	tr|A0A089WU92|A0A089WU92_KALFE	31.915	92	94	0.338	0.141	4.210e-11	64.7	272	668	1
DhB01G012290.1	tr|Q9S759|Q9S759_KALFE	25.641	211	227	0.770	0.479	4.980e-11	64.3	274	474	1
DhB01G012400.1	tr|Q9S759|Q9S759_KALFE	34.375	91	96	0.332	0.242	4.410e-11	64.3	274	397	1
DhB01G016400.1	tr|Q2ABP5|Q2ABP5_ORYSJ	27.027	204	201	0.716	0.289	1.450e-12	69.3	285	696	1
DhB01G016410.1	tr|Q2ABP5|Q2ABP5_ORYSJ	27.477	204	201	0.716	0.308	6.340e-13	70.5	285	653	1
DhB01G018940.1	tr|A0A3L6FW63|A0A3L6FW63_MAIZE	30.233	203	195	0.690	0.213	1.210e-12	69.7	294	914	1
DhB01G019980.1	sp|Q93VK0|PPCK2_ARATH	25.962	272	305	0.978	0.563	2.370e-19	89.0	278	542	1
DhB01G021580.1	tr|Q9S759|Q9S759_KALFE	29.864	213	216	0.777	0.313	4.250e-18	85.5	274	689	1
DhB01G022810.1	tr|A0A089WU92|A0A089WU92_KALFE	26.818	202	220	0.743	0.335	1.990e-15	77.4	272	657	1
DhB01G022860.1	tr|Q2ABP5|Q2ABP5_ORYSJ	27.016	229	237	0.804	0.362	6.340e-13	70.5	285	654	1
DhB01G024250.1	sp|Q9SPK4|PPCK1_ARATH	33.696	263	269	0.926	0.397	1.650e-31	124.0	284	677	1
DhB01G025850.1	tr|A0A089WU92|A0A089WU92_KALFE	41.948	262	264	0.963	0.519	1.190e-66	216.0	272	509	1
DhB01G026140.1	tr|Q5EC59|Q5EC59_MAIZE	25.616	202	195	0.706	0.362	2.520e-15	77.4	286	538	1
DhB01G027390.1	sp|Q93VK0|PPCK2_ARATH	35.802	157	157	0.565	0.245	7.860e-14	72.8	278	640	1
DhB01G027410.1	tr|A0A089WU92|A0A089WU92_KALFE	33.456	266	265	0.978	0.597	1.810e-43	154.0	272	444	1
DhB01G027570.1	tr|Q9S759|Q9S759_KALFE	28.571	219	248	0.799	0.282	7.370e-28	114.0	274	880	1
DhB01G027690.1	tr|A0A089WU92|A0A089WU92_KALFE	29.151	247	264	0.908	0.469	2.790e-14	73.9	272	563	1
DhB02G002280.1	sp|Q9SPK4|PPCK1_ARATH	30.556	241	238	0.849	0.438	1.030e-22	99.0	284	543	1
DhB02G003940.1	tr|A0A3L6FW63|A0A3L6FW63_MAIZE	34.711	118	115	0.401	0.144	1.310e-11	66.6	294	801	1
DhB02G003950.1	tr|A0A3L6FW63|A0A3L6FW63_MAIZE	34.711	118	115	0.401	0.208	1.830e-11	66.2	294	553	1
DhB02G004560.1	tr|Q5EC59|Q5EC59_MAIZE	28.571	160	165	0.559	0.170	3.310e-12	68.6	286	969	1
DhB02G005420.1	tr|A0A089WU92|A0A089WU92_KALFE	42.701	268	272	0.985	0.522	7.200e-72	230.0	272	521	1
DhB02G005900.1	tr|Q9S759|Q9S759_KALFE	29.204	211	221	0.770	0.221	6.820e-11	64.3	274	998	1
DhB02G006150.1	tr|A0A089WU92|A0A089WU92_KALFE	34.815	260	259	0.956	0.285	7.810e-43	157.0	272	910	1
DhB02G006790.1	sp|Q9SPK4|PPCK1_ARATH	25.360	270	340	0.951	0.793	3.100e-18	85.5	284	429	1
DhB02G008050.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	28.571	279	255	0.930	0.271	2.640e-25	107.0	300	942	1
DhB02G009530.1	tr|Q9S759|Q9S759_KALFE	34.211	256	254	0.934	0.477	2.460e-38	142.0	274	532	1
DhB02G010150.1	tr|Q9S759|Q9S759_KALFE	31.222	211	219	0.770	0.458	4.690e-21	94.0	274	478	1
DhB02G010220.1	tr|Q5EC59|Q5EC59_MAIZE	30.814	170	164	0.594	0.274	3.790e-19	89.0	286	599	1
DhB02G010810.1	tr|A0A089WU92|A0A089WU92_KALFE	33.462	258	254	0.949	0.421	5.580e-45	161.0	272	603	1
DhB02G011140.1	tr|A0A089WU92|A0A089WU92_KALFE	26.794	198	201	0.728	0.207	7.150e-13	70.1	272	971	1
DhB02G012130.1	tr|Q2ABP5|Q2ABP5_ORYSJ	37.356	173	164	0.607	0.322	3.040e-17	83.2	285	510	1
DhB02G012140.1	tr|Q9S759|Q9S759_KALFE	31.502	269	260	0.982	0.625	1.410e-21	94.7	274	416	1
DhB02G012150.1	tr|Q9S759|Q9S759_KALFE	30.483	265	257	0.967	0.544	7.720e-22	95.9	274	472	1
DhB02G013360.1	sp|Q9SPK4|PPCK1_ARATH	28.000	219	217	0.771	0.248	4.480e-14	73.9	284	874	1
DhB02G013720.1	sp|Q9SPK4|PPCK1_ARATH	29.712	270	303	0.951	0.518	1.180e-21	96.3	284	585	1
DhB02G013960.1	tr|Q5EC59|Q5EC59_MAIZE	38.650	161	160	0.563	0.755	7.600e-27	105.0	286	212	1
DhB02G014640.1	tr|Q9S759|Q9S759_KALFE	40.351	113	114	0.412	0.292	6.320e-18	84.3	274	390	1
DhB02G014910.1	sp|Q9SPK4|PPCK1_ARATH	29.167	270	303	0.951	0.494	1.750e-19	89.7	284	613	1
DhB02G015300.1	tr|A0A089WU92|A0A089WU92_KALFE	43.223	268	270	0.985	0.524	2.560e-68	221.0	272	515	1
DhB02G016220.1	tr|A0A089WU92|A0A089WU92_KALFE	31.068	182	205	0.669	0.486	2.950e-13	70.9	272	422	1
DhB02G016650.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	27.737	266	267	0.887	0.690	1.640e-23	100.0	300	387	1
DhB02G017480.1	tr|Q2ABP5|Q2ABP5_ORYSJ	26.754	220	218	0.772	0.460	1.680e-13	72.0	285	474	1
DhB02G018010.1	tr|Q9S759|Q9S759_KALFE	26.923	198	201	0.723	0.308	2.300e-11	65.5	274	652	1
DhB02G018020.1	tr|Q9S759|Q9S759_KALFE	26.923	198	201	0.723	0.286	2.520e-11	65.5	274	704	1
DhB02G018130.1	tr|Q9S759|Q9S759_KALFE	35.897	264	263	0.964	0.583	8.530e-45	158.0	274	451	1
DhB02G018510.1	tr|A0A089WU92|A0A089WU92_KALFE	34.286	100	104	0.368	0.131	1.200e-11	66.2	272	796	1
DhB02G019080.1	tr|Q5EC58|Q5EC58_MAIZE	26.910	278	279	0.933	0.746	1.540e-25	105.0	298	374	1
DhB02G019580.1	tr|A0A3L6FW63|A0A3L6FW63_MAIZE	40.187	104	101	0.354	0.142	1.790e-11	66.2	294	711	1
DhB02G020200.1	sp|Q9SPK4|PPCK1_ARATH	28.049	240	230	0.845	0.410	8.490e-21	93.6	284	561	1
DhB02G020600.1	tr|Q9S759|Q9S759_KALFE	27.273	239	234	0.872	0.265	5.100e-12	67.4	274	883	1
DhB02G021970.1	sp|Q93VK0|PPCK2_ARATH	31.034	253	279	0.910	0.682	1.470e-25	105.0	278	409	1
DhB02G022150.1	tr|A0A089WU92|A0A089WU92_KALFE	34.182	262	261	0.963	0.567	1.420e-46	163.0	272	460	1
DhB02G023880.1	sp|Q9SPK4|PPCK1_ARATH	27.425	263	289	0.926	0.593	7.580e-25	104.0	284	487	1
DhB02G024210.1	tr|Q9S759|Q9S759_KALFE	29.665	192	207	0.701	0.191	3.000e-11	65.5	274	1081	1
DhB02G025020.1	tr|A0A3L6FW63|A0A3L6FW63_MAIZE	38.835	100	97	0.340	0.127	1.340e-12	69.7	294	761	1
DhB02G025030.1	tr|Q9S759|Q9S759_KALFE	27.350	225	218	0.821	0.286	5.450e-13	70.5	274	762	1
DhB02G025350.1	tr|A0A089WU92|A0A089WU92_KALFE	33.333	264	262	0.971	0.563	2.020e-46	162.0	272	465	1
DhB02G025380.1	sp|Q93VK0|PPCK2_ARATH	32.526	253	279	0.910	0.686	2.720e-26	107.0	278	407	1
DhB02G025430.1	tr|A0A089WU92|A0A089WU92_KALFE	27.184	193	193	0.710	0.242	1.200e-11	66.2	272	797	1
DhB02G025570.1	tr|Q5EC59|Q5EC59_MAIZE	29.412	181	185	0.633	0.325	8.630e-19	87.8	286	570	1
DhB02G025590.1	tr|Q9S759|Q9S759_KALFE	30.000	213	216	0.777	0.310	1.100e-22	99.0	274	697	1
DhB02G025990.1	tr|A0A089WU92|A0A089WU92_KALFE	34.340	263	258	0.967	0.884	5.600e-50	167.0	272	292	1
DhB02G026160.1	tr|A0A089WU92|A0A089WU92_KALFE	30.380	257	308	0.945	0.566	3.860e-33	128.0	272	544	1
DhB02G028080.1	sp|Q9SPK4|PPCK1_ARATH	29.717	202	206	0.711	0.317	6.780e-11	64.3	284	649	1
DhB02G028090.1	sp|Q93VK0|PPCK2_ARATH	28.767	204	204	0.734	0.313	8.440e-13	69.7	278	651	1
DhB02G029130.1	tr|Q2ABR7|Q2ABR7_ORYSJ	26.016	240	230	0.822	0.623	1.430e-17	83.6	292	369	1
DhB03G000440.1	tr|Q2ABR6|Q2ABR6_ORYSJ	26.136	257	247	0.843	0.668	4.930e-17	82.0	305	370	1
DhB03G000750.1	tr|Q2ABR7|Q2ABR7_ORYSJ	28.037	207	196	0.709	0.312	7.740e-12	67.4	292	629	1
DhB03G000770.1	tr|Q2ABR6|Q2ABR6_ORYSJ	28.505	207	196	0.679	0.301	9.980e-12	67.0	305	652	1
DhB03G000800.1	tr|Q2ABR7|Q2ABR7_ORYSJ	27.570	207	196	0.709	0.329	9.680e-12	67.0	292	595	1
DhB03G000830.1	tr|Q2ABR7|Q2ABR7_ORYSJ	27.962	204	193	0.699	0.196	6.170e-11	64.7	292	985	1
DhB03G000870.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	25.339	215	196	0.717	0.303	7.850e-11	64.3	300	647	1
DhB03G000930.1	tr|Q2ABR6|Q2ABR6_ORYSJ	27.570	207	196	0.679	0.307	6.260e-12	67.8	305	638	1
DhB03G002720.1	tr|Q9S759|Q9S759_KALFE	28.163	235	233	0.858	0.284	4.090e-15	76.6	274	820	1
DhB03G003820.1	tr|Q2ABP5|Q2ABP5_ORYSJ	29.091	213	210	0.747	0.485	6.750e-13	70.1	285	433	1
DhB03G003930.1	tr|Q9S759|Q9S759_KALFE	38.182	110	110	0.401	0.651	1.150e-17	79.7	274	169	1
DhB03G004300.1	tr|Q5EC59|Q5EC59_MAIZE	29.858	196	208	0.685	0.207	7.640e-11	64.3	286	1005	1
DhB03G004590.1	tr|Q9S759|Q9S759_KALFE	30.542	192	197	0.701	0.564	1.880e-12	68.2	274	349	1
DhB03G004730.1	sp|Q9SPK4|PPCK1_ARATH	27.759	263	289	0.926	0.561	5.350e-25	105.0	284	515	1
DhB03G005180.1	tr|Q9S759|Q9S759_KALFE	30.224	256	253	0.934	0.188	4.950e-27	112.0	274	1346	1
DhB03G006540.1	tr|A0A089WU92|A0A089WU92_KALFE	33.708	262	261	0.963	0.560	5.160e-46	161.0	272	466	1
DhB03G006650.1	sp|Q9SPK4|PPCK1_ARATH	29.537	252	278	0.887	0.678	1.880e-25	105.0	284	410	1
DhB03G008450.1	sp|Q9SPK4|PPCK1_ARATH	26.645	269	293	0.947	0.389	2.070e-14	74.7	284	753	1
DhB03G008460.1	sp|Q9SPK4|PPCK1_ARATH	27.152	269	293	0.947	0.385	1.300e-14	75.5	284	761	1
DhB03G008630.1	sp|Q9SPK4|PPCK1_ARATH	30.233	208	209	0.732	0.670	5.460e-24	100.0	284	312	1
DhB03G009600.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	30.800	240	226	0.800	0.278	2.900e-14	74.7	300	813	1
DhB03G009950.1	tr|Q2ABR7|Q2ABR7_ORYSJ	28.674	272	261	0.932	0.733	1.130e-26	108.0	292	356	1
DhB03G010790.1	tr|Q9S759|Q9S759_KALFE	26.829	195	198	0.712	0.378	1.740e-11	65.9	274	524	1
DhB03G011340.1	tr|Q2ABP5|Q2ABP5_ORYSJ	26.316	220	218	0.772	0.458	7.780e-13	70.1	285	476	1
DhB03G011950.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	28.102	266	267	0.887	0.690	1.840e-24	103.0	300	387	1
DhB03G012670.1	tr|Q5EC59|Q5EC59_MAIZE	32.734	262	266	0.916	0.776	1.070e-22	97.4	286	343	1
DhB03G013700.1	sp|Q9SPK4|PPCK1_ARATH	28.115	270	303	0.951	0.493	5.030e-19	88.6	284	615	1
DhB03G013830.1	tr|A0A3L6FW63|A0A3L6FW63_MAIZE	29.126	193	194	0.656	0.386	2.520e-11	65.5	294	503	1
DhB03G014230.1	sp|Q9SPK4|PPCK1_ARATH	27.564	269	302	0.947	0.591	1.680e-19	89.7	284	511	1
DhB03G015050.1	sp|Q9SPK4|PPCK1_ARATH	29.712	270	303	0.951	0.480	3.290e-22	97.8	284	631	1
DhB03G015380.1	tr|Q5EC59|Q5EC59_MAIZE	24.809	251	250	0.878	0.313	5.690e-13	70.5	286	798	1
DhB03G016460.1	tr|Q9S759|Q9S759_KALFE	29.603	273	265	0.996	0.546	1.790e-22	97.8	274	485	1
DhB03G016470.1	tr|Q9S759|Q9S759_KALFE	35.912	178	176	0.650	0.389	1.520e-19	89.4	274	453	1
DhB03G016480.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	32.313	289	259	0.963	0.626	1.250e-20	92.8	300	414	1
DhB03G016600.1	tr|Q9S759|Q9S759_KALFE	29.603	273	265	0.996	0.546	1.790e-22	97.8	274	485	1
DhB03G016610.1	tr|Q9S759|Q9S759_KALFE	35.912	178	176	0.650	0.389	1.610e-19	89.4	274	453	1
DhB03G016620.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	31.973	289	259	0.963	0.700	2.910e-20	91.3	300	370	1
DhB03G016980.1	tr|Q2ABP5|Q2ABP5_ORYSJ	27.193	220	218	0.772	0.461	2.090e-13	71.6	285	473	1
DhB03G018050.1	tr|Q2ABR7|Q2ABR7_ORYSJ	30.568	210	217	0.719	0.208	1.470e-11	66.6	292	1042	1
DhB03G018950.1	tr|A0A089WU92|A0A089WU92_KALFE	34.082	260	258	0.956	0.505	4.580e-41	149.0	272	511	1
DhB03G019820.1	sp|Q93VK0|PPCK2_ARATH	33.333	204	201	0.734	0.598	1.230e-25	105.0	278	336	1
DhB03G019890.1	sp|Q93VK0|PPCK2_ARATH	30.952	202	203	0.727	0.300	1.630e-11	65.9	278	676	1
DhB03G020080.1	sp|Q9SPK4|PPCK1_ARATH	26.794	202	204	0.711	0.246	2.560e-11	65.5	284	828	1
DhB03G020120.1	tr|Q2ABR7|Q2ABR7_ORYSJ	28.251	209	200	0.716	0.238	1.340e-11	66.6	292	839	1
DhB03G020770.1	tr|A0A089WU92|A0A089WU92_KALFE	37.778	258	260	0.949	0.537	9.140e-57	190.0	272	484	1
DhB03G021540.1	tr|Q9S759|Q9S759_KALFE	31.418	256	255	0.934	0.507	3.270e-40	147.0	274	503	1
DhB03G021880.1	tr|Q9S759|Q9S759_KALFE	43.015	265	271	0.967	0.497	1.360e-69	225.0	274	545	1
DhB03G023380.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	28.571	279	255	0.930	0.248	5.390e-25	106.0	300	1028	1
DhB03G023680.1	tr|A0A089WU92|A0A089WU92_KALFE	31.365	262	263	0.963	0.735	2.090e-37	136.0	272	358	1
DhB03G023830.1	tr|Q9S759|Q9S759_KALFE	31.783	248	253	0.905	0.508	2.080e-34	131.0	274	498	1
DhB03G026370.1	tr|Q9S759|Q9S759_KALFE	28.571	225	245	0.821	0.445	9.490e-23	99.0	274	551	1
DhB03G027920.1	sp|Q9SPK4|PPCK1_ARATH	24.671	256	298	0.901	0.544	3.280e-18	85.9	284	548	1
DhB03G028480.1	sp|Q9SPK4|PPCK1_ARATH	27.751	191	203	0.673	0.487	2.560e-11	65.1	284	417	1
DhB03G028780.1	tr|Q5EC59|Q5EC59_MAIZE	28.708	198	202	0.692	0.197	3.890e-11	65.1	286	1024	1
DhB04G001450.1	sp|Q9SPK4|PPCK1_ARATH	28.185	251	243	0.884	0.303	7.490e-11	64.3	284	803	1
DhB04G001480.1	sp|Q9SPK4|PPCK1_ARATH	28.571	251	243	0.884	0.300	4.760e-12	67.8	284	811	1
DhB04G001620.1	tr|Q9S759|Q9S759_KALFE	30.000	219	216	0.799	0.267	2.580e-15	77.4	274	808	1
DhB04G005040.1	tr|Q2ABR7|Q2ABR7_ORYSJ	26.415	207	194	0.709	0.227	1.900e-11	66.2	292	853	1
DhB04G007270.1	tr|Q9S759|Q9S759_KALFE	34.211	259	260	0.945	0.739	1.660e-34	129.0	274	352	1
DhB04G007430.1	tr|A0A089WU92|A0A089WU92_KALFE	25.541	212	217	0.779	0.301	9.290e-11	63.5	272	720	1
DhB04G007440.1	tr|A0A089WU92|A0A089WU92_KALFE	25.893	206	210	0.757	0.299	5.970e-11	64.3	272	703	1
DhB04G007490.1	tr|A0A089WU92|A0A089WU92_KALFE	25.893	206	210	0.757	0.277	1.200e-11	66.2	272	757	1
DhB04G007600.1	tr|A0A089WU92|A0A089WU92_KALFE	25.446	206	210	0.757	0.299	2.600e-11	65.5	272	703	1
DhB04G007950.1	tr|Q5EC58|Q5EC58_MAIZE	28.899	209	192	0.701	0.293	6.560e-12	67.4	298	655	1
DhB04G008890.1	tr|Q2ABP5|Q2ABP5_ORYSJ	30.476	202	198	0.709	0.292	8.440e-12	67.0	285	678	1
DhB04G008930.1	sp|Q93VK0|PPCK2_ARATH	26.339	216	215	0.777	0.284	8.650e-11	63.9	278	758	1
DhB04G009890.1	sp|Q9SPK4|PPCK1_ARATH	35.922	99	101	0.349	0.129	2.230e-12	68.9	284	785	1
DhB04G010350.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	24.201	215	194	0.717	0.238	1.660e-11	66.6	300	816	1
DhB04G010410.1	tr|Q9S759|Q9S759_KALFE	29.949	191	191	0.697	0.238	1.530e-12	68.9	274	801	1
DhB04G010420.1	tr|A0A3L6FW63|A0A3L6FW63_MAIZE	29.907	208	195	0.707	0.326	4.020e-11	65.1	294	598	1
DhB04G010450.1	tr|Q9S759|Q9S759_KALFE	31.500	191	192	0.697	0.242	4.030e-13	70.9	274	795	1
DhB04G010460.1	tr|Q9S759|Q9S759_KALFE	31.658	191	192	0.697	0.240	3.530e-12	68.2	274	799	1
DhB04G010470.1	tr|Q9S759|Q9S759_KALFE	31.500	191	192	0.697	0.240	1.970e-13	71.6	274	799	1
DhB04G010510.1	tr|Q5EC59|Q5EC59_MAIZE	30.693	195	192	0.682	0.234	4.810e-11	64.7	286	819	1
DhB04G010520.1	tr|Q5EC59|Q5EC59_MAIZE	29.703	195	192	0.682	0.240	7.620e-11	64.3	286	799	1
DhB04G010540.1	tr|Q9S759|Q9S759_KALFE	31.535	233	230	0.850	0.289	2.470e-18	86.3	274	797	1
DhB04G010590.1	tr|Q9S759|Q9S759_KALFE	26.724	225	221	0.821	0.278	1.040e-11	66.6	274	795	1
DhB04G010610.1	tr|Q9S759|Q9S759_KALFE	31.111	218	213	0.796	0.258	1.370e-17	84.0	274	824	1
DhB04G010620.1	tr|Q9S759|Q9S759_KALFE	27.586	225	413	0.821	0.265	1.580e-12	69.3	274	1560	2
DhB04G010670.1	tr|Q9S759|Q9S759_KALFE	31.556	218	213	0.796	0.260	1.830e-18	86.7	274	818	1
DhB04G010680.1	tr|Q9S759|Q9S759_KALFE	28.283	191	192	0.697	0.139	5.120e-12	67.8	274	1377	1
DhB04G010690.1	tr|Q9S759|Q9S759_KALFE	31.624	226	222	0.825	0.281	8.270e-19	87.8	274	789	1
DhB04G010710.1	tr|Q9S759|Q9S759_KALFE	28.283	191	192	0.697	0.241	1.810e-11	65.9	274	797	1
DhB04G012490.1	sp|Q9SPK4|PPCK1_ARATH	31.449	263	275	0.926	0.814	1.790e-34	129.0	284	338	1
DhB04G014250.1	tr|Q9S759|Q9S759_KALFE	27.365	257	292	0.938	0.416	7.480e-24	102.0	274	702	1
DhB04G014280.1	tr|Q5EC59|Q5EC59_MAIZE	38.614	101	96	0.353	0.210	5.550e-12	67.4	286	457	1
DhB04G015200.1	tr|Q9S759|Q9S759_KALFE	28.141	192	196	0.701	0.177	5.020e-12	67.8	274	1105	1
DhB04G016540.1	tr|Q2ABP5|Q2ABP5_ORYSJ	31.982	208	208	0.730	0.576	6.570e-11	63.9	285	361	1
DhB04G016860.1	tr|A0A089WU92|A0A089WU92_KALFE	36.275	98	100	0.360	0.145	1.490e-11	65.9	272	689	1
DhB04G017710.1	tr|Q9S759|Q9S759_KALFE	28.571	202	216	0.737	0.523	3.210e-11	64.7	274	413	1
DhB04G018700.1	tr|Q9S759|Q9S759_KALFE	42.537	265	267	0.967	0.479	5.190e-64	211.0	274	557	1
DhB04G019310.1	tr|Q9S759|Q9S759_KALFE	28.302	194	195	0.708	0.265	3.250e-11	65.1	274	735	1
DhB04G019340.1	tr|Q9S759|Q9S759_KALFE	28.436	193	194	0.704	0.265	9.700e-11	63.5	274	732	1
DhB04G019520.1	sp|Q93VK0|PPCK2_ARATH	27.835	185	188	0.665	0.201	1.190e-15	78.6	278	934	1
DhB04G019820.1	tr|Q9S759|Q9S759_KALFE	33.735	162	165	0.591	0.396	1.360e-18	86.3	274	417	1
DhB04G019970.1	tr|Q9S759|Q9S759_KALFE	30.131	219	221	0.799	0.293	5.330e-17	82.4	274	753	1
